filepath,class_id,class_name,split
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/08e086039e.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/08f5340905.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0ab3a056ed.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0ab91a93df.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0b8b93a61c.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0b97c99f59.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0bc22d7426.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0d0d6d5d9e.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/0fd0e8821c.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/12ec0edc0a.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/14fa89fd86.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/17d0d30093.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/1a4970a193.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/1b431ad21c.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/1ce969aa3b.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/22b3357956.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/28af31112e.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2a46407f59.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2d44ca6b73.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2d60311a69.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2dc453e97c.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2e483c3d7b.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2f43ef19ea.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2f4a394175.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/2f8013eec0.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/3a085edb5a.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/3bb33e5e68.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/3c84676bd2.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/4c8f0980a5.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/4ea2b2b60d.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/5b4e957838.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_gobi/5b86c2854e.jpg,1,aloo_gobi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/02df621fdd.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/06b47185d9.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/11d98db2fe.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/13c9bdabbc.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/14f3ca9153.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/18a5afc696.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/18c83308e5.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/1a63aeb2fd.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/1aa0bfd414.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/1ada432911.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/21e56f6d06.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/2db15a615e.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/31de4c7ed9.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/34a9630f01.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/3a99bdbae2.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/3b6982147e.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/3dca55f96b.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/41cd12677f.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/42ad1e8c14.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/48c588fa18.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/4a7bc66884.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/4d14f4450e.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/4d2b8349d3.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/4e282ef582.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/52cb18d1d3.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/55b1fdc50e.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/58c57dc4b2.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5acd382ee2.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5b4370d687.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5bd4b9eacd.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5c4c3e95f5.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5c6980607d.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5e0e8735cf.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5e5698e2f0.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_matar/5ee0ddf533.jpg,2,aloo_matar,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/001c2203a4.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/04d19d2fb4.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0a4b4b3cf1.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0b12f2389d.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0b6b26d00a.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0c104b390d.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0e2c7a076c.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/0e6a031183.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/13c322cce9.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/15a80951a5.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/17e1ad03d5.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/1a8618c36b.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/1b402a1561.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/24c0ad6d85.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/28c7c4094e.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2a32f33e72.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2c1495a822.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2c750ec26b.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2ce2a442ce.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2da5c297ec.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2f0ef14a4b.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/2f34acd41f.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/31d1f1c67c.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/34d79a3ae9.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/3b1cfb8bed.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/3d6018a893.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/3e0d94025c.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/40a487b1ee.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/47d61411a1.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/4a6b625181.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/4ab137bb15.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/4f19693fdb.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/56a8eed2ec.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/5da5a55a04.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_methi/63d22b4a1d.jpg,3,aloo_methi,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/08a8cb6983.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/0e456d0d57.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/0f9d8b0557.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/0fb12c2e19.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/14be800ff7.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/15f610924a.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/17f6830c0f.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/19f2970bdd.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/1a5c72b3f6.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/1d92db5ee1.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/1ec7dd6b5e.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/1f2d66c175.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/20abd26e2f.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/26de0a0e37.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/26f04a3d85.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/29bd94d633.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/2a66b30176.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/2c3eb19b7d.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/2cd1fa8979.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/35c0a2cf96.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/35ef94c216.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/36d3128094.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/3ce4fd46bc.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/3e6ab297bb.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/49af76e834.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/4c8c086d0f.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/4cf3d6ada5.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/4e692daa50.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/56a2353d92.jpg,4,aloo_shimla_mirch,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/aloo_shimla_mirch/58deddc98d.jpg,4,aloo_shimla_mirch,train
